N1,N2,N3,N4,N5,Star1,Star2,Probability
1,7,8,31,41,2,8,0.000200
6,7,14,18,49,1,3,0.000200
10,35,39,44,49,1,2,0.000200
9,15,24,38,46,3,11,0.000200
4,7,12,19,44,3,6,0.000200
1,19,21,41,48,1,8,0.000200
5,22,30,35,50,1,9,0.000200
3,6,10,15,47,10,12,0.000200
1,13,21,43,47,2,6,0.000200
2,17,19,21,46,5,8,0.000200
9,21,24,38,46,7,10,0.000200
11,26,27,38,48,6,11,0.000200
1,6,16,34,48,3,7,0.000200
13,14,33,36,45,2,12,0.000200
14,40,42,43,49,1,8,0.000200
4,13,23,35,43,2,7,0.000200
13,25,29,40,48,1,5,0.000200
1,11,23,35,38,4,11,0.000200
8,20,31,35,37,6,8,0.000200
4,5,8,17,23,1,12,0.000200
1,7,8,32,37,5,6,0.000200
2,18,24,33,45,2,10,0.000200
4,13,16,33,39,8,10,0.000200
3,17,19,48,50,9,10,0.000200
14,25,30,36,38,2,6,0.000200
6,13,20,48,49,2,3,0.000200
37,39,41,47,48,5,7,0.000200
1,9,26,33,40,4,9,0.000200
9,28,31,32,48,2,4,0.000200
1,13,21,22,39,1,2,0.000200
13,25,33,34,41,2,7,0.000200
8,18,22,38,49,3,4,0.000200
4,16,26,39,42,4,11,0.000200
4,15,37,40,42,5,8,0.000200
16,20,23,26,40,4,7,0.000200
9,11,14,18,45,3,6,0.000200
8,20,31,32,38,1,8,0.000200
23,26,29,33,37,6,11,0.000200
1,6,13,19,40,2,10,0.000200
3,7,16,17,20,1,10,0.000200
3,8,29,31,47,3,11,0.000200
16,18,36,47,50,3,5,0.000200
2,30,42,47,48,7,8,0.000200
15,21,22,34,44,3,12,0.000200
7,17,21,27,35,2,7,0.000200
9,11,17,20,49,5,7,0.000200
5,9,20,29,34,11,12,0.000200
13,19,31,34,38,5,8,0.000200
17,18,23,42,50,2,9,0.000200
13,19,27,31,45,4,9,0.000200
3,6,20,23,40,5,6,0.000200
10,16,29,33,35,6,7,0.000200
19,20,22,32,47,2,3,0.000200
18,22,38,40,50,1,3,0.000200
3,14,22,29,46,2,6,0.000200
3,5,13,14,27,6,11,0.000200
6,21,23,29,38,2,5,0.000200
6,34,41,43,44,3,7,0.000200
9,19,32,37,44,5,11,0.000200
5,17,20,21,41,3,5,0.000200
18,25,28,42,45,2,4,0.000200
15,18,24,31,50,2,3,0.000200
4,6,17,18,22,11,12,0.000200
17,21,22,30,31,1,12,0.000200
1,18,32,42,49,3,5,0.000200
9,20,21,26,42,2,8,0.000200
1,2,13,46,50,1,5,0.000200
1,8,9,19,35,6,7,0.000200
9,26,35,41,43,2,10,0.000200
14,33,42,44,46,8,9,0.000200
10,14,19,21,48,3,6,0.000200
27,31,36,39,48,1,4,0.000200
5,7,15,25,38,7,11,0.000200
23,25,34,37,39,4,9,0.000200
13,19,21,24,37,8,9,0.000200
9,16,31,38,41,2,4,0.000200
9,12,16,19,21,6,10,0.000200
4,6,23,45,50,7,9,0.000200
3,11,20,22,30,3,4,0.000200
9,12,19,24,49,2,6,0.000200
12,16,47,49,50,5,7,0.000200
20,21,24,36,49,5,7,0.000200
6,9,11,15,48,1,9,0.000200
12,22,26,36,45,7,8,0.000200
3,18,19,39,46,6,8,0.000200
10,11,16,42,45,3,5,0.000200
9,19,21,33,46,3,7,0.000200
13,21,27,35,43,1,10,0.000200
3,7,38,39,40,9,11,0.000200
13,39,41,44,45,2,9,0.000200
4,10,20,27,50,7,10,0.000200
16,20,24,29,39,3,5,0.000200
2,5,6,9,18,1,2,0.000200
4,5,13,23,49,6,10,0.000200
1,14,21,42,44,3,11,0.000200
12,29,37,38,39,9,11,0.000200
1,21,33,44,49,2,11,0.000200
10,23,26,39,48,1,5,0.000200
14,20,23,43,49,3,10,0.000200
11,27,39,43,48,5,7,0.000200
6,8,19,23,44,3,9,0.000200
25,38,39,46,50,3,4,0.000200
1,12,35,44,46,1,5,0.000200
13,21,23,24,42,10,12,0.000200
12,13,15,38,44,7,9,0.000200
9,14,36,39,45,1,5,0.000200
1,25,28,36,39,8,9,0.000200
7,12,20,28,48,6,12,0.000200
12,13,14,18,32,1,7,0.000200
2,11,15,23,31,1,9,0.000200
3,7,23,37,50,4,12,0.000200
6,7,11,48,50,2,3,0.000200
1,7,17,22,37,1,9,0.000200
3,4,25,37,44,3,6,0.000200
15,21,27,38,46,1,5,0.000200
5,23,30,37,42,3,10,0.000200
9,14,16,21,43,8,10,0.000200
1,21,28,39,42,6,9,0.000200
9,10,27,39,48,2,10,0.000200
7,22,23,42,44,6,7,0.000200
6,10,13,24,45,7,11,0.000200
12,20,22,33,39,1,5,0.000200
11,24,28,30,31,1,3,0.000200
14,19,22,37,44,3,7,0.000200
3,23,40,45,48,1,2,0.000200
20,30,36,39,41,8,11,0.000200
3,12,36,40,46,1,3,0.000200
9,26,34,43,50,2,8,0.000200
4,16,17,42,43,2,3,0.000200
9,15,16,32,37,6,7,0.000200
2,5,24,34,39,2,9,0.000200
6,32,36,45,49,3,5,0.000200
2,23,27,43,45,4,8,0.000200
6,9,23,34,38,2,8,0.000200
1,14,19,47,48,6,7,0.000200
8,12,31,45,47,6,11,0.000200
13,15,16,20,42,3,7,0.000200
3,8,12,30,37,4,5,0.000200
3,13,22,25,43,1,7,0.000200
7,8,30,39,50,8,11,0.000200
7,20,27,42,44,11,12,0.000200
6,12,29,31,33,3,11,0.000200
6,15,17,29,42,9,12,0.000200
6,15,24,34,44,1,4,0.000200
2,25,26,41,46,6,9,0.000200
3,9,13,28,48,8,9,0.000200
6,18,23,40,50,4,8,0.000200
7,20,31,34,37,3,5,0.000200
13,16,41,42,50,5,6,0.000200
17,18,20,25,42,1,7,0.000200
7,9,44,47,49,1,10,0.000200
14,34,39,41,45,7,8,0.000200
3,29,32,44,45,5,9,0.000200
1,6,14,17,25,5,12,0.000200
1,19,41,42,50,2,4,0.000200
26,34,35,43,45,5,8,0.000200
4,10,11,14,38,3,9,0.000200
4,23,29,30,38,1,12,0.000200
5,32,37,42,44,7,10,0.000200
17,36,41,43,48,2,5,0.000200
3,14,18,42,43,8,10,0.000200
1,11,17,20,44,5,9,0.000200
6,12,16,17,49,7,9,0.000200
10,35,36,46,50,10,11,0.000200
13,16,32,37,41,8,9,0.000200
4,5,9,15,43,4,7,0.000200
2,21,27,41,43,2,9,0.000200
4,5,31,36,38,3,9,0.000200
5,36,39,43,50,4,7,0.000200
2,17,37,42,46,6,9,0.000200
2,34,36,42,45,1,9,0.000200
5,25,32,39,46,2,10,0.000200
11,13,17,21,46,3,5,0.000200
3,5,14,17,44,1,3,0.000200
9,11,23,25,27,1,12,0.000200
7,10,27,30,39,8,11,0.000200
3,4,32,43,49,9,12,0.000200
15,23,26,29,35,1,5,0.000200
23,30,31,42,47,2,4,0.000200
2,15,22,27,34,4,6,0.000200
14,23,29,30,37,6,9,0.000200
10,35,36,40,46,3,11,0.000200
8,13,19,39,41,2,11,0.000200
9,21,30,44,47,3,6,0.000200
4,14,26,27,37,3,6,0.000200
12,14,19,34,36,4,10,0.000200
3,8,20,41,44,1,8,0.000200
5,7,10,17,34,5,12,0.000200
13,16,20,29,49,1,4,0.000200
12,13,23,33,48,1,6,0.000200
5,19,20,26,28,6,7,0.000200
5,9,11,28,36,9,10,0.000200
2,21,25,29,49,2,9,0.000200
8,11,26,27,43,5,6,0.000200
9,11,15,36,45,3,9,0.000200
21,30,43,46,48,1,6,0.000200
1,4,14,29,36,6,12,0.000200
3,19,25,42,49,2,4,0.000200
1,13,22,25,26,7,12,0.000200
13,26,37,40,50,3,6,0.000200
1,7,17,24,40,2,12,0.000200
4,12,23,34,42,9,12,0.000200
11,16,23,29,42,4,11,0.000200
15,17,21,31,44,5,7,0.000200
2,13,33,39,40,1,11,0.000200
23,35,41,49,50,1,5,0.000200
3,7,41,42,49,5,9,0.000200
14,21,30,33,34,2,12,0.000200
6,19,20,32,43,2,3,0.000200
8,13,26,42,47,3,11,0.000200
26,27,34,44,47,1,9,0.000200
4,10,12,19,22,1,2,0.000200
17,35,39,44,45,4,6,0.000200
12,17,24,44,50,5,9,0.000200
10,37,39,45,46,6,11,0.000200
15,17,20,34,49,1,10,0.000200
5,10,32,46,47,6,10,0.000200
9,11,13,27,49,4,11,0.000200
10,13,29,30,42,1,4,0.000200
2,34,37,40,46,1,8,0.000200
11,13,21,23,32,4,8,0.000200
1,4,18,21,26,8,10,0.000200
2,26,37,40,44,4,8,0.000200
7,12,16,42,43,5,6,0.000200
22,27,29,34,46,5,8,0.000200
15,25,27,37,48,1,4,0.000200
8,9,13,20,42,2,6,0.000200
8,11,18,20,37,5,9,0.000200
12,19,22,24,30,2,3,0.000200
3,20,22,31,34,5,9,0.000200
8,16,18,44,48,1,9,0.000200
6,20,22,42,47,6,12,0.000200
1,10,19,27,40,7,10,0.000200
1,10,12,34,43,7,9,0.000200
7,12,13,28,45,4,11,0.000200
21,29,30,32,33,1,3,0.000200
1,14,15,41,42,9,10,0.000200
21,32,35,37,48,3,12,0.000200
1,26,32,39,49,4,10,0.000200
1,20,25,27,48,7,9,0.000200
19,21,22,24,28,6,10,0.000200
8,14,25,27,33,8,10,0.000200
15,31,36,43,49,3,4,0.000200
11,29,31,32,38,2,7,0.000200
2,23,35,48,49,1,2,0.000200
8,12,31,39,42,3,8,0.000200
4,7,10,15,41,10,12,0.000200
7,32,35,37,43,3,10,0.000200
21,29,30,44,50,4,8,0.000200
7,23,24,30,32,4,8,0.000200
5,10,17,20,25,4,6,0.000200
6,16,27,39,42,2,10,0.000200
2,17,37,47,48,8,10,0.000200
11,15,35,39,45,2,7,0.000200
4,11,16,36,41,9,12,0.000200
7,12,20,39,41,8,12,0.000200
12,15,22,37,39,6,8,0.000200
10,12,36,37,48,1,6,0.000200
12,14,43,48,50,5,10,0.000200
6,18,19,25,39,5,10,0.000200
2,30,43,45,47,2,9,0.000200
8,19,28,36,42,1,3,0.000200
10,19,27,33,50,8,11,0.000200
19,22,38,41,48,3,4,0.000200
18,25,30,48,49,5,9,0.000200
21,27,34,40,49,7,11,0.000200
2,7,32,38,44,7,9,0.000200
2,21,27,36,42,1,6,0.000200
13,14,15,29,35,4,5,0.000200
3,7,22,27,49,6,7,0.000200
25,26,29,30,32,3,5,0.000200
10,18,21,25,46,3,10,0.000200
11,20,31,41,45,2,3,0.000200
13,14,36,44,48,2,3,0.000200
16,21,30,41,49,3,8,0.000200
3,16,20,37,50,3,9,0.000200
2,21,25,34,46,3,4,0.000200
2,4,18,20,21,3,10,0.000200
4,8,23,31,34,4,5,0.000200
1,32,35,40,50,1,3,0.000200
20,31,39,42,48,2,9,0.000200
6,12,18,35,49,8,10,0.000200
13,16,20,24,27,6,10,0.000200
5,19,22,39,44,6,12,0.000200
8,22,45,48,50,3,4,0.000200
12,17,27,35,44,5,9,0.000200
7,29,33,47,49,3,9,0.000200
3,15,19,20,35,1,2,0.000200
13,33,35,47,48,5,7,0.000200
16,18,22,25,44,6,9,0.000200
5,10,19,28,45,2,10,0.000200
14,17,19,29,36,2,3,0.000200
1,21,22,45,48,1,3,0.000200
2,22,25,32,48,3,8,0.000200
4,11,16,19,49,7,12,0.000200
9,20,29,32,49,7,10,0.000200
18,29,37,43,49,6,9,0.000200
9,17,23,27,40,3,4,0.000200
9,13,14,16,45,2,6,0.000200
8,10,14,31,37,1,4,0.000200
18,25,29,35,49,4,9,0.000200
1,30,32,33,49,4,7,0.000200
11,23,24,25,27,1,7,0.000200
8,21,23,27,41,4,10,0.000200
6,19,28,41,42,4,6,0.000200
6,23,28,31,41,9,11,0.000200
14,26,30,42,45,3,5,0.000200
9,31,38,43,50,8,10,0.000200
2,20,32,34,40,3,8,0.000200
13,15,16,23,25,3,9,0.000200
23,32,37,43,45,2,3,0.000200
1,17,34,35,43,2,10,0.000200
9,17,19,31,34,6,10,0.000200
7,9,14,24,48,2,10,0.000200
26,36,41,44,45,1,9,0.000200
6,10,21,25,36,3,10,0.000200
15,24,34,41,50,1,11,0.000200
10,11,15,40,45,4,12,0.000200
16,20,24,25,41,9,12,0.000200
2,33,34,37,48,3,5,0.000200
12,22,43,46,49,1,2,0.000200
3,4,7,38,46,4,8,0.000200
10,14,16,29,31,4,8,0.000200
22,24,28,46,47,1,7,0.000200
11,34,35,42,46,8,11,0.000200
2,9,22,25,32,2,10,0.000200
4,15,21,28,49,3,8,0.000200
12,25,32,38,42,2,8,0.000200
17,19,28,43,48,1,8,0.000200
3,18,20,39,40,4,6,0.000200
1,13,17,18,36,2,4,0.000200
21,30,35,42,44,9,12,0.000200
5,23,26,28,50,2,11,0.000200
7,8,9,10,38,3,8,0.000200
20,21,36,46,50,1,11,0.000200
25,28,35,48,50,7,8,0.000200
6,9,22,34,50,8,11,0.000200
3,12,21,27,36,7,10,0.000200
1,23,28,43,48,2,3,0.000200
4,10,35,43,44,3,12,0.000200
19,21,34,43,49,7,8,0.000200
3,8,41,47,49,2,3,0.000200
15,17,29,38,46,1,6,0.000200
1,38,40,42,48,3,10,0.000200
6,7,18,25,50,2,6,0.000200
2,6,20,27,38,10,11,0.000200
3,10,19,21,36,2,3,0.000200
2,10,19,27,40,2,9,0.000200
16,23,37,48,50,3,8,0.000200
7,9,33,36,40,7,8,0.000200
1,14,19,21,39,3,10,0.000200
9,11,12,17,18,6,7,0.000200
2,9,16,28,36,1,7,0.000200
9,23,29,36,38,6,10,0.000200
20,25,28,40,44,7,9,0.000200
2,13,34,42,50,5,6,0.000200
14,17,32,37,42,7,9,0.000200
25,32,37,44,48,5,8,0.000200
13,17,22,25,50,3,10,0.000200
2,25,44,47,48,1,11,0.000200
17,22,35,38,40,2,9,0.000200
14,18,25,40,41,9,11,0.000200
3,10,17,18,20,3,5,0.000200
5,30,38,43,44,5,8,0.000200
13,19,28,34,40,2,6,0.000200
13,26,42,44,47,6,9,0.000200
15,30,34,47,49,4,9,0.000200
4,10,17,28,29,8,11,0.000200
11,22,27,29,31,4,12,0.000200
1,20,22,31,47,3,10,0.000200
3,30,32,34,43,2,8,0.000200
1,23,28,29,46,5,9,0.000200
1,3,19,29,33,9,12,0.000200
4,9,10,36,43,5,9,0.000200
17,29,33,43,50,2,9,0.000200
4,20,34,35,49,7,10,0.000200
5,11,22,29,32,3,10,0.000200
7,11,12,15,27,5,8,0.000200
5,18,31,33,41,1,11,0.000200
8,9,27,40,48,3,4,0.000200
4,20,26,29,31,1,5,0.000200
3,4,5,8,43,5,6,0.000200
18,20,31,32,43,1,7,0.000200
23,32,34,43,44,4,12,0.000200
8,20,24,28,38,5,8,0.000200
4,17,29,47,50,9,11,0.000200
4,8,11,24,42,2,12,0.000200
5,8,16,27,50,1,5,0.000200
2,16,24,37,41,3,7,0.000200
12,15,27,36,43,2,7,0.000200
3,4,14,18,36,5,9,0.000200
1,16,37,39,43,2,5,0.000200
9,10,18,35,38,4,11,0.000200
1,6,9,18,37,2,11,0.000200
2,10,11,13,35,4,5,0.000200
8,17,28,39,50,7,10,0.000200
6,24,28,29,33,7,8,0.000200
7,9,10,33,35,2,4,0.000200
9,23,40,42,46,8,10,0.000200
4,6,13,29,33,3,8,0.000200
13,30,33,40,43,3,9,0.000200
23,27,40,43,48,3,4,0.000200
16,18,20,27,43,7,12,0.000200
9,10,12,33,35,7,8,0.000200
7,17,38,40,46,3,5,0.000200
4,11,16,17,45,1,6,0.000200
1,8,17,25,35,6,9,0.000200
15,35,42,48,50,4,8,0.000200
5,11,14,32,46,2,9,0.000200
7,9,38,39,41,5,6,0.000200
12,19,27,43,45,5,10,0.000200
7,22,36,46,50,8,10,0.000200
7,9,11,14,28,1,4,0.000200
1,12,20,28,37,3,8,0.000200
2,12,34,44,50,1,7,0.000200
13,18,28,38,42,7,8,0.000200
6,8,23,28,38,3,12,0.000200
15,17,21,43,49,5,8,0.000200
13,17,18,23,27,8,11,0.000200
5,21,24,36,45,3,6,0.000200
3,19,34,41,46,2,11,0.000200
8,13,23,27,45,9,10,0.000200
1,9,14,29,45,6,9,0.000200
5,30,33,35,49,1,5,0.000200
9,13,19,20,38,3,11,0.000200
17,19,20,21,43,1,12,0.000200
7,23,30,39,42,4,7,0.000200
3,25,27,28,35,8,10,0.000200
14,16,28,44,50,10,11,0.000200
1,11,26,29,49,4,8,0.000200
10,20,32,40,46,5,8,0.000200
4,5,17,24,44,5,7,0.000200
9,31,37,42,48,1,7,0.000200
2,4,15,24,35,5,7,0.000200
16,23,27,45,50,2,5,0.000200
5,19,39,42,47,6,11,0.000200
6,19,22,24,30,2,6,0.000200
7,11,14,16,45,5,7,0.000200
2,29,36,38,49,5,8,0.000200
5,13,24,33,41,4,10,0.000200
6,25,28,32,49,5,11,0.000200
9,12,17,23,37,5,6,0.000200
1,24,37,38,50,1,2,0.000200
7,11,38,41,44,9,10,0.000200
6,10,26,38,47,6,10,0.000200
2,4,20,27,39,6,8,0.000200
1,7,19,45,49,1,5,0.000200
8,9,19,23,44,2,3,0.000200
1,27,31,41,50,5,6,0.000200
1,17,38,42,49,9,10,0.000200
5,8,11,27,42,1,8,0.000200
3,27,35,36,50,2,11,0.000200
15,17,31,35,49,5,9,0.000200
1,9,23,33,35,8,10,0.000200
14,34,37,39,44,5,12,0.000200
3,10,14,19,32,3,8,0.000200
8,16,19,24,39,8,11,0.000200
15,25,26,33,38,6,11,0.000200
6,9,10,17,36,2,8,0.000200
27,39,41,44,49,3,4,0.000200
7,25,36,39,45,6,11,0.000200
5,13,25,40,46,5,8,0.000200
13,16,36,39,48,9,12,0.000200
2,8,24,27,38,5,11,0.000200
9,12,37,42,48,7,12,0.000200
1,14,24,33,34,1,11,0.000200
5,14,16,28,33,2,9,0.000200
22,31,43,44,45,2,5,0.000200
4,19,30,38,49,8,9,0.000200
2,13,15,17,36,3,6,0.000200
12,13,30,36,44,7,9,0.000200
10,16,37,38,44,5,10,0.000200
17,22,26,30,36,8,10,0.000200
6,11,26,33,45,1,5,0.000200
6,14,33,36,47,2,4,0.000200
5,7,11,15,49,1,10,0.000200
5,14,21,31,43,6,8,0.000200
6,9,15,38,42,3,8,0.000200
11,16,23,44,45,4,5,0.000200
3,5,19,25,26,3,5,0.000200
1,3,4,8,50,5,7,0.000200
11,15,33,38,45,4,11,0.000200
30,32,36,37,38,1,10,0.000200
4,6,21,23,43,3,6,0.000200
10,22,29,32,50,6,11,0.000200
4,14,18,30,40,4,11,0.000200
9,12,15,25,46,5,6,0.000200
11,15,26,39,44,2,4,0.000200
1,5,8,23,39,5,10,0.000200
2,7,20,41,48,4,11,0.000200
2,16,21,25,49,7,9,0.000200
1,5,10,11,32,3,6,0.000200
7,15,19,23,27,4,7,0.000200
4,5,26,29,34,2,3,0.000200
4,20,31,37,47,2,8,0.000200
10,12,18,32,39,9,11,0.000200
14,24,37,38,43,3,5,0.000200
8,15,33,39,46,2,8,0.000200
23,26,31,41,48,3,11,0.000200
3,12,13,21,32,1,7,0.000200
2,26,31,38,41,1,7,0.000200
11,17,25,27,49,2,5,0.000200
3,11,12,29,38,8,10,0.000200
12,17,24,25,38,4,8,0.000200
9,27,32,39,44,5,8,0.000200
2,9,30,41,50,3,9,0.000200
3,9,15,32,33,3,5,0.000200
14,19,36,38,48,1,7,0.000200
1,17,28,43,50,4,7,0.000200
11,24,30,41,50,3,5,0.000200
7,38,40,47,50,2,6,0.000200
14,27,31,36,46,6,11,0.000200
18,21,28,47,50,2,5,0.000200
13,21,23,39,49,6,10,0.000200
1,9,27,29,47,8,10,0.000200
19,24,25,34,48,4,8,0.000200
7,29,35,43,50,2,8,0.000200
20,30,31,34,50,2,4,0.000200
2,13,29,33,49,7,11,0.000200
15,27,29,43,47,4,5,0.000200
16,19,24,36,42,7,9,0.000200
6,13,15,27,47,2,9,0.000200
23,24,28,41,44,3,8,0.000200
6,28,35,38,48,1,3,0.000200
5,9,33,37,45,7,8,0.000200
10,15,19,34,49,7,9,0.000200
30,31,39,45,46,4,7,0.000200
4,11,12,18,24,1,9,0.000200
16,22,40,41,46,1,7,0.000200
9,11,44,47,49,5,11,0.000200
7,15,30,34,39,1,8,0.000200
2,3,18,40,46,2,8,0.000200
5,15,16,23,39,10,11,0.000200
3,14,19,21,25,1,9,0.000200
9,26,29,33,42,4,9,0.000200
1,8,15,21,31,2,7,0.000200
5,11,12,36,48,5,8,0.000200
6,9,20,28,44,8,9,0.000200
10,13,24,44,47,8,11,0.000200
7,10,23,28,45,4,9,0.000200
6,13,20,44,50,5,6,0.000200
2,7,9,27,38,3,9,0.000200
18,23,30,31,42,7,10,0.000200
7,27,32,38,49,3,7,0.000200
2,22,34,45,46,5,11,0.000200
5,11,16,31,49,4,9,0.000200
1,9,17,25,48,2,8,0.000200
4,13,30,32,42,7,8,0.000200
10,32,34,36,38,1,6,0.000200
8,16,42,44,46,3,5,0.000200
11,21,31,34,43,9,10,0.000200
27,28,35,37,38,8,12,0.000200
4,5,9,13,39,1,4,0.000200
10,33,36,43,45,2,4,0.000200
10,20,27,34,48,10,11,0.000200
4,23,27,43,50,2,8,0.000200
9,11,17,25,44,1,6,0.000200
1,33,35,47,49,2,6,0.000200
21,23,26,34,38,5,6,0.000200
11,12,19,38,50,2,3,0.000200
5,9,18,30,31,5,6,0.000200
7,11,21,22,31,6,12,0.000200
5,6,23,25,36,3,8,0.000200
37,39,41,43,50,3,12,0.000200
9,18,28,35,36,2,6,0.000200
16,31,34,41,45,4,9,0.000200
6,19,24,42,45,9,10,0.000200
22,28,30,36,48,2,9,0.000200
17,21,27,39,48,2,3,0.000200
14,15,21,37,38,5,10,0.000200
10,17,19,33,36,1,7,0.000200
4,16,24,30,35,5,6,0.000200
15,22,35,44,50,4,6,0.000200
19,26,30,40,42,2,3,0.000200
1,21,41,42,49,1,9,0.000200
6,9,14,28,36,3,7,0.000200
13,26,33,35,38,4,10,0.000200
5,10,18,27,41,3,11,0.000200
10,30,38,40,46,6,7,0.000200
4,12,25,32,50,3,6,0.000200
5,15,19,29,44,6,11,0.000200
18,35,36,38,50,5,12,0.000200
5,9,14,40,43,5,8,0.000200
6,13,44,47,48,7,10,0.000200
4,11,19,26,38,3,6,0.000200
6,16,17,27,34,3,11,0.000200
4,5,7,11,34,2,6,0.000200
1,6,37,46,47,2,5,0.000200
4,6,22,23,42,8,10,0.000200
4,8,9,22,34,7,10,0.000200
6,27,28,35,42,8,11,0.000200
1,8,32,38,50,3,9,0.000200
8,16,23,27,46,4,5,0.000200
5,8,28,41,42,2,5,0.000200
9,26,32,44,45,1,5,0.000200
27,30,39,45,49,5,8,0.000200
1,15,18,37,39,5,8,0.000200
10,11,14,21,44,6,12,0.000200
3,6,15,29,30,1,8,0.000200
2,17,22,34,44,3,6,0.000200
10,12,16,21,24,3,11,0.000200
2,15,24,34,43,2,3,0.000200
7,13,33,38,39,2,12,0.000200
11,28,34,38,40,7,11,0.000200
1,4,19,44,47,4,8,0.000200
2,7,25,26,45,7,8,0.000200
8,11,14,19,49,4,11,0.000200
24,26,34,39,45,4,8,0.000200
2,3,16,17,21,6,9,0.000200
3,16,23,45,47,3,7,0.000200
13,31,34,44,50,3,9,0.000200
17,22,36,39,48,3,4,0.000200
5,15,43,45,46,3,10,0.000200
3,14,30,32,45,2,4,0.000200
16,18,26,27,35,1,5,0.000200
11,17,25,30,42,1,6,0.000200
10,13,17,19,48,9,11,0.000200
1,4,7,31,38,2,9,0.000200
8,21,23,29,50,2,6,0.000200
15,24,34,44,50,3,7,0.000200
1,12,20,29,48,4,11,0.000200
11,19,39,42,48,3,7,0.000200
17,27,28,31,38,5,6,0.000200
5,7,23,36,50,3,9,0.000200
2,12,13,30,42,8,11,0.000200
1,14,29,41,44,2,8,0.000200
4,30,31,39,41,6,7,0.000200
2,15,38,40,47,4,5,0.000200
11,20,27,40,41,3,9,0.000200
3,12,19,25,29,7,11,0.000200
10,16,37,38,43,10,12,0.000200
5,18,23,39,49,3,7,0.000200
9,15,17,25,38,5,7,0.000200
7,8,27,41,50,3,11,0.000200
5,11,14,32,46,3,5,0.000200
10,12,34,43,49,3,10,0.000200
1,23,28,29,42,4,10,0.000200
6,10,14,25,42,2,9,0.000200
17,22,23,28,34,1,9,0.000200
19,23,27,30,40,7,11,0.000200
5,7,21,43,49,1,9,0.000200
3,11,17,29,48,1,6,0.000200
1,8,18,21,22,2,4,0.000200
1,5,12,27,35,9,11,0.000200
15,16,28,44,50,3,6,0.000200
14,15,19,44,45,7,9,0.000200
9,22,27,28,35,2,3,0.000200
1,12,23,34,43,3,8,0.000200
4,6,7,10,41,2,8,0.000200
9,18,27,38,41,3,8,0.000200
17,37,42,43,44,1,4,0.000200
10,12,27,41,49,7,8,0.000200
8,12,28,32,48,7,8,0.000200
12,22,30,34,46,1,3,0.000200
4,10,21,27,44,1,7,0.000200
1,5,23,31,39,3,11,0.000200
7,30,35,37,40,3,4,0.000200
6,29,42,49,50,6,11,0.000200
8,21,28,32,41,7,11,0.000200
1,4,28,44,47,9,11,0.000200
23,24,25,30,43,9,11,0.000200
4,12,36,41,44,3,5,0.000200
5,16,18,32,47,6,10,0.000200
9,13,28,30,47,1,2,0.000200
1,6,16,17,19,3,6,0.000200
2,5,17,23,47,11,12,0.000200
1,12,20,21,22,5,11,0.000200
7,12,17,29,39,2,4,0.000200
6,10,12,23,28,3,7,0.000200
11,23,31,34,48,2,4,0.000200
1,19,24,29,37,3,5,0.000200
10,12,17,48,49,6,7,0.000200
1,7,14,32,45,3,7,0.000200
17,27,29,32,50,1,7,0.000200
3,17,34,41,42,2,9,0.000200
10,12,37,38,50,7,8,0.000200
2,15,21,24,31,4,9,0.000200
2,5,8,31,44,2,7,0.000200
2,21,29,45,50,2,7,0.000200
4,6,38,43,50,4,7,0.000200
5,16,21,25,34,2,5,0.000200
1,5,29,44,49,9,10,0.000200
4,9,21,32,42,1,8,0.000200
10,16,18,22,46,3,6,0.000200
3,13,36,40,44,6,9,0.000200
5,16,29,32,47,2,12,0.000200
10,11,13,18,42,5,8,0.000200
5,15,35,48,50,3,10,0.000200
19,24,26,27,32,9,11,0.000200
9,11,30,32,48,3,9,0.000200
2,33,35,47,50,6,12,0.000200
8,12,35,44,47,7,9,0.000200
10,11,16,19,43,1,11,0.000200
3,13,18,28,34,5,6,0.000200
6,37,40,41,44,7,10,0.000200
8,11,25,38,49,3,6,0.000200
9,16,24,25,31,7,11,0.000200
14,20,28,31,45,3,7,0.000200
4,12,28,37,41,9,12,0.000200
7,9,29,31,36,3,10,0.000200
12,15,16,20,40,7,10,0.000200
6,11,21,22,40,5,6,0.000200
23,25,31,35,43,5,8,0.000200
16,21,28,30,36,1,7,0.000200
10,11,17,18,31,9,11,0.000200
2,26,36,37,47,8,11,0.000200
10,15,21,31,44,5,6,0.000200
1,3,8,19,41,3,5,0.000200
3,5,20,26,33,2,4,0.000200
1,4,40,43,47,6,11,0.000200
4,9,26,45,49,2,4,0.000200
2,7,9,11,30,1,2,0.000200
11,23,24,27,39,1,10,0.000200
9,22,27,29,43,8,12,0.000200
9,20,26,33,43,1,8,0.000200
4,7,8,13,31,1,7,0.000200
2,24,29,39,43,9,11,0.000200
3,26,30,41,46,6,11,0.000200
15,19,20,26,29,1,6,0.000200
3,5,29,39,45,3,4,0.000200
6,9,18,31,36,3,8,0.000200
6,8,16,19,39,9,10,0.000200
6,30,33,48,49,3,6,0.000200
4,31,37,41,44,6,7,0.000200
2,23,28,30,44,8,12,0.000200
8,10,21,23,45,2,12,0.000200
9,25,32,33,38,3,4,0.000200
7,24,40,42,49,6,8,0.000200
24,25,29,32,35,6,11,0.000200
12,13,14,39,42,2,8,0.000200
4,7,19,27,39,4,5,0.000200
7,12,28,29,37,4,10,0.000200
2,7,13,18,19,5,7,0.000200
3,14,26,28,45,3,7,0.000200
14,24,29,31,40,9,12,0.000200
